"","Area","Classification","Fiscal.Year","Customer","Amount"
"7415","R&D","Effective Competition","2004","Navy",3335753032
"7416","R&D","Effective Competition","2004","Navy",124178649.2
"7417",NA,"Competition with single offer","2004","Other DoD",165718.28
"7418",NA,"No competition","2004","Other DoD",22746.2
"7419","Services","Effective Competition","2004","Other DoD",-5217
"7420","Services","Effective Competition","2004","Other DoD",17072621
"7421","Services","Effective Competition","2004","Other DoD",6765306
"7422","Services","No competition","2004","Other DoD",9599639
"7423","Services","Effective Competition","2004","Other DoD",120260
"7424","Services","Effective Competition","2004","Other DoD",411177261.7
"7425","Services","Effective Competition","2004","Other DoD",255595577.8
"7426","Services","No competition","2004","Other DoD",11752921
"7427","Services","Unlabeled","2004","Other DoD",204795
"7428","Services","Effective Competition","2004","Other DoD",222571
"7429","Services","Effective Competition","2004","Other DoD",35040
"7430",NA,"Effective Competition","2006","Army",76848
"7431",NA,"Unlabeled","2006","Army",-53308
"7432","Services","Effective Competition","2006","Army",-8150
"7433","Services","Effective Competition","2006","Army",264380388.3
"7434","Services","Effective Competition","2006","Army",559327851.7
"7435","Services","No competition","2006","Army",82194790.47
"7436","Services","Unlabeled","2006","Army",6420046.19
"7437","Services","Effective Competition","2006","Army",3865065118
"7438","Services","Effective Competition","2006","Army",52478395
"7439","Services","No competition","2006","Army",2204004128
"7440","Services","No competition","2006","Army",7021571.05
"7441","Services","Effective Competition","2006","Army",5355282
"7442","Services","Effective Competition","2006","Army",10200131.6
"7443","Services","Effective Competition","2006","Army",35292416
"7444","Services","Effective Competition","2006","Army",6260277
"7445","Services","Effective Competition","2006","Army",4566193
"7446","Services","Unlabeled","2006","Army",60338494.84
"7447","Services","Effective Competition","2006","Army",465802228.4
"7448","Services","Effective Competition","2006","Army",5050567.3
"7449","Services","No competition","2006","Army",521576.95
"7450","Services","Unlabeled","2006","Army",150659
"7451","Products","Effective Competition","2006","Army",3920812782
"7452","Products","Effective Competition","2006","Army",412258475.2
"7453","Products","Unlabeled","2006","Army",402007.43
"7454","R&D","Effective Competition","2006","Army",388098699.5
"7455","R&D","Effective Competition","2006","Army",10292113
"7456","R&D","No competition","2006","Army",2688110
"7457","R&D","No competition","2006","Army",375000
"7458","Services","Effective Competition","2006","DLA",47556013
"7459","Services","Effective Competition","2006","DLA",639696.32
"7460","Services","No competition","2006","DLA",152481
"7461","Services","Competition with single offer","2006","DLA",37942813.86
"7462","Services","Effective Competition","2006","DLA",63370745.12
"7463","Services","Effective Competition","2006","DLA",232241
"7464","Services","No competition","2006","DLA",4566269.34
"7465","Services","Effective Competition","2006","DLA",5062052
"7466","Services","Unlabeled","2006","DLA",40521
"7467","Services","Competition with single offer","2006","DLA",23222170.96
"7468","Services","No competition","2006","DLA",15000
"7469","Products","Effective Competition","2006","DLA",1031361067
"7470","Products","Unlabeled","2006","DLA",242032
"7471","Services","No competition","2006","MDA",19572
"7472","Services","Effective Competition","2006","MDA",284498
"7473","Services","No competition","2006","MDA",7880885
"7474","Services","No competition","2006","MDA",234216
"7475","Products","No competition","2006","MDA",95982
"7476","R&D","Effective Competition","2006","MDA",1299986
"7477","R&D","Effective Competition","2006","MDA",10253001
"7478","Services","Competition with single offer","2006","MilitaryHealth",49177.32
"7479","Services","Effective Competition","2006","MilitaryHealth",8200
"7480","Services","Effective Competition","2006","MilitaryHealth",1875
"7481","Services","No competition","2004","MilitaryHealth",0
"7482","Services","Unlabeled","2004","MilitaryHealth",10567
"7483",NA,"Effective Competition","2004","Navy",38350
"7484","Services","No competition","2004","Navy",304757082
"7485","Services","Competition with single offer","2004","Navy",32067005
"7486","Services","Effective Competition","2004","Navy",393646898
"7487","Services","Effective Competition","2004","Navy",3710970
"7488","Services","Effective Competition","2004","Navy",55815973
"7489","Services","Effective Competition","2004","Navy",215461021
"7490","Services","Effective Competition","2004","Navy",5495796
"7491","Services","Unlabeled","2004","Navy",4058
"7492","Services","Competition with single offer","2004","Navy",40323807.52
"7493","Services","Effective Competition","2004","Navy",46177403
"7494","Services","Effective Competition","2004","Navy",29513186.8
"7495","Services","Effective Competition","2004","Navy",10354465
"7496","Services","Effective Competition","2004","Navy",393
"7497","Services","Effective Competition","2004","Navy",29676759
"7498","Services","Unlabeled","2004","Navy",480938051.9
"7499","Products","Effective Competition","2004","Navy",481152
"7500","R&D","Effective Competition","2004","Navy",556560
"7501","R&D","Unlabeled","2004","Navy",1645000
"7502","Services","Competition with single offer","2004","Other DoD",48830118.2
"7503","Services","Effective Competition","2004","Other DoD",164655984
"7504","Services","Effective Competition","2004","Other DoD",10500
"7505","Services","No competition","2004","Other DoD",59986267
"7506","Services","Effective Competition","2004","Other DoD",122839
"7507","Services","Effective Competition","2004","Other DoD",33920490.77
"7508","Services","Competition with single offer","2004","Other DoD",304148207.3
"7509","Services","Effective Competition","2004","Other DoD",127888631.4
"7510","Services","Effective Competition","2004","Other DoD",160091490.9
"7511","Services","Effective Competition","2004","Other DoD",2837778
"7512","Products","Effective Competition","2004","Other DoD",117246882.3
"7513","Products","Unlabeled","2004","Other DoD",3489870.9
"7514","Products","Unlabeled","2004","Other DoD",48388870.82
"7515","Products","Unlabeled","2004","Other DoD",485356.02
"7516","R&D","Competition with single offer","2004","Other DoD",117516710.9
"7517","R&D","Effective Competition","2004","Other DoD",45763111.88
"7518","R&D","Effective Competition","2004","Other DoD",58258426
"7519","R&D","Effective Competition","2004","Other DoD",64745
"7520","Services","Effective Competition","2005","Air Force",26465034
"7521","Services","Unlabeled","2005","Air Force",442998
"7522","Services","Competition with single offer","2005","Air Force",289298777.7
"7523","Services","Competition with single offer","2005","Air Force",37644450
"7524","Services","Effective Competition","2005","Air Force",802728850.9
"7525","Services","Effective Competition","2005","Air Force",445225821.4
"7526","Services","No competition","2005","Air Force",6374676
"7527","Services","Effective Competition","2005","Air Force",120046011.1
"7528","Services","No competition","2005","Air Force",17414635
"7529","Services","Effective Competition","2005","Air Force",1687465
"7530","Services","Unlabeled","2005","Air Force",5436357
"7531","Services","Effective Competition","2004","Other DoD",53190
"7532","Services","Competition with single offer","2004","Other DoD",4215422.83
"7533","Services","Effective Competition","2004","Other DoD",6908462
"7534","Services","Unlabeled","2004","Other DoD",172486373.5
"7535","Products","Effective Competition","2004","Other DoD",78413384.97
"7536","Products","No competition","2004","Other DoD",28892987.63
"7537","R&D","No competition","2004","Other DoD",68089647.4
"7538","Services","Effective Competition","2005","Air Force",432590
"7539","Services","Effective Competition","2005","Air Force",711698055.3
"7540","Services","Effective Competition","2005","Air Force",19176936
"7541","Services","Effective Competition","2005","Air Force",33707292
"7542","Services","No competition","2005","Air Force",832784936.6
"7543","Services","Unlabeled","2005","Air Force",76940414
"7544","Services","Competition with single offer","2005","Air Force",197441811
"7545","Services","Effective Competition","2005","Air Force",7389000
"7546","Services","Effective Competition","2005","Air Force",762879637.5
"7547","Services","Effective Competition","2005","Air Force",99810522.4
"7548","Services","Competition with single offer","2005","Air Force",42327185.3
"7549","Services","Competition with single offer","2005","Air Force",17091295
"7550","Services","Effective Competition","2005","Air Force",1140583
"7551","Services","Effective Competition","2005","Air Force",27199780
"7552","Services","No competition","2005","Air Force",-5489
"7553","Products","No competition","2005","Air Force",193728396.3
"7554","R&D","Effective Competition","2005","Air Force",61645220
"7555","R&D","Effective Competition","2005","Air Force",3133497
"7556","R&D","No competition","2005","Air Force",109000
"7557",NA,"Effective Competition","2005","Army",19840
"7558",NA,"Unlabeled","2005","Army",312145
"7559","Services","Effective Competition","2005","Army",1269872232
"7560","Services","Effective Competition","2005","Army",24033551.92
"7561","Services","Unlabeled","2005","Army",18189080
"7562","Services","Competition with single offer","2005","Army",143680905
"7563","Services","Effective Competition","2005","Army",821158360.8
"7564","Services","Effective Competition","2005","Army",3095334487
"7565","Services","Competition with single offer","2005","Army",255402341.1
"7566","Services","Effective Competition","2005","Army",1332
